path,workerID,user_text,ai_suggestion,tone_similarity,pos_similarity,coherence_score,ai_coverage,acceptance_status,syn_similarity
./coauthor-v1.0/128bac319cb14dadaaf5c30c3a8ac5cb.jsonl,A345TDMHP3DQ3G,"""Oh, honey, you're not getting married to the King of the bees.",You had never considered that your mom would hire a bee to help you find a boyfriend.,0.3744818565364768,0.5981337435350721,0.3484302759170532,0.3888888888888889,accepted,0.7
./coauthor-v1.0/128bac319cb14dadaaf5c30c3a8ac5cb.jsonl,A345TDMHP3DQ3G,I hired Mikey to help you get back out there and find a man.,"""So...so...so...I'm not getting married to the King of the bees?"" you ask.",0.5189391222186521,0.6315861769395359,0.1347129046916961,0.2727272727272727,accepted,0.9333333333333332
./coauthor-v1.0/128bac319cb14dadaaf5c30c3a8ac5cb.jsonl,A345TDMHP3DQ3G,You've been so sad since your last boyfriend left you.,"""No honey, you're not getting married to the King of the bees."" your mom says.",0.3987727884940703,0.5551273816533691,0.187338724732399,0.0,accepted,0.7
./coauthor-v1.0/128bac319cb14dadaaf5c30c3a8ac5cb.jsonl,A345TDMHP3DQ3G,"I'm sorry if I overstepped my bounds. But I just wanted you to see how exciting it could be to date again, since it would be so exciting for you to plan a real wedding."" You are floored.","""But honey, you should really consider dating again.",0.3819581139394494,0.7290148043997553,0.3941470980644226,0.0,accepted,0.5222222222222221
./coauthor-v1.0/128bac319cb14dadaaf5c30c3a8ac5cb.jsonl,A345TDMHP3DQ3G,"You had never considered that your mom would hire a bee to help you find a boyfriend. Honestly, you are a little concerned that your mom would go to such great lengths.","You're a beautiful young woman, and you're going to be single for the rest of your life if you don't start dating again."" your mom",0.3391279890503438,0.9499113572024038,0.568734884262085,0.75,accepted,0.8
./coauthor-v1.0/128bac319cb14dadaaf5c30c3a8ac5cb.jsonl,A345TDMHP3DQ3G,"""So...so...so...I'm not getting married to the King of the bees?"" you ask.","""You're going to be a beautiful bride someday, honey.",0.3671075745600312,0.8027266799048056,0.5686476230621338,0.6666666666666666,accepted,0.7
./coauthor-v1.0/128bac319cb14dadaaf5c30c3a8ac5cb.jsonl,A345TDMHP3DQ3G,"""No honey, you're not getting married to the King of the bees."" your mom says.","""Oh honey, Tinder is not real dating.",0.5470852754797542,0.7671455149152696,0.3973736763000488,0.0,accepted,0.9666666666666666
./coauthor-v1.0/02a0a1349a8045bd969dfc3948ec4796.jsonl,A2W121DQXNQK1,one fateful evening as he was returning home from a movie shoot.,"Nobody could confirm that this was an alien abduction, because there were no witnesses.",0.2606800954093082,0.7868894753646336,0.1350308954715728,0.75,rejected,1.0
./coauthor-v1.0/02a0a1349a8045bd969dfc3948ec4796.jsonl,A2W121DQXNQK1,"He was kidnapping as he was still driving his car, which was also take in by the alien spacecraft.","Matt Damon was confused, and because of the lack of a common language to communicate with each other, he decided to interpret the alien's words by moving",0.4539485842626429,0.6658800390574074,0.4483645558357239,0.6896551724137931,accepted,0.4333333333333333
./coauthor-v1.0/02a0a1349a8045bd969dfc3948ec4796.jsonl,A2W121DQXNQK1,"Nobody could confirm that this was an alien abduction, because there were no witnesses, and Matt Damon had not been able to call for help from his cell phone.","Matt Damon was brought to other aliens, who seemed to have the same features as their driver.",0.7187552048243733,0.9058078189539152,0.5535510778427124,0.0,rejected,1.0
./coauthor-v1.0/02a0a1349a8045bd969dfc3948ec4796.jsonl,A2W121DQXNQK1,"Once on the spaceship, Matt Damon came face to face with its alien driver. The alien began to speak, in an unknown language that he could not perceive. Even its appearance was undescribable, not resembling anything that lived on the planet.",and that he would never see his family or friends again.,0.2568278538021008,0.6508764609079181,0.2483631670475006,0.75,accepted,0.9555555555555556
./coauthor-v1.0/02a0a1349a8045bd969dfc3948ec4796.jsonl,A2W121DQXNQK1,"and that he would never see his family or friends again.thinking  Suddenly, the aliens all stopped and faced him. One walked forward, and to his suprise","""Yes, I was the lead actor of those movies"", Matt Damon replied.",0.2371810689136944,0.5808740766245468,0.3069489002227783,0.6470588235294118,accepted,0.9666666666666666
./coauthor-v1.0/3b6e7a4c9d65411f9342254120abcde7.jsonl,A324VBRLXHG5IB,"Choosing depleted uranium wasn't 92's first choice of building material,","nor his second, or even his third.",0.893221957312044,0.3356243110397688,0.1477401107549667,0.7777777777777778,accepted,0.9333333333333332
./coauthor-v1.0/3b6e7a4c9d65411f9342254120abcde7.jsonl,A324VBRLXHG5IB,"nor his second, or even his third. But, after realizing that this was a material that none of his other sibling would use, he accepted this as a challenge. 

For generations, Wolf has been the enemy to the pigs and their mother. But after meeting 60 or 70 pigs, Wolf realized he could learn from their determination. Maybe he could even help them from the past mistakes of their elders.","He could use his knowledge to meet their needs, and make a mutually beneficial deal.",0.778852519654589,0.886790159167763,0.3689366579055786,0.7058823529411765,accepted,0.8666666666666667
./coauthor-v1.0/3b6e7a4c9d65411f9342254120abcde7.jsonl,A324VBRLXHG5IB,"He could use his knowledge to meet their needs, and make a mutually beneficial deal.",The wolf started to teach the pigs how to be shrewd business people.,0.540250483388905,0.7556096518348253,0.2681972086429596,0.4285714285714285,accepted,1.0
./coauthor-v1.0/3b6e7a4c9d65411f9342254120abcde7.jsonl,A324VBRLXHG5IB,"The wolf started to teach the pigs how to be shrewd business people. and one of those lessons came in the form of a town who had shut down its nuclear power plant decades ago, but left the uranium on site. 

To be fair, the house itself isn't built out of the uranium itself, but the steel containers that hold the product.","The 92nd pig found out that steel containers were either thrown away, buried, or sold for scrap.",0.3164192916061032,0.8485868651906453,0.428719699382782,0.0,accepted,0.5111111111111111
./coauthor-v1.0/3969517100834dbc813b628a27fed790.jsonl,A2ONILC0LZKG6Y,"""This is the first time I've been able to get close enough.""
 Tur your family was extremely overprotective, especially when it came to bees. But you knew the truthrue","He talked of how you were the true prince and his heir, but he had been ordered to leave you behind and he would never see you again.",0.5322407584527298,0.8754655386119159,0.1883284449577331,0.6,accepted,0.6666666666666666
./coauthor-v1.0/3969517100834dbc813b628a27fed790.jsonl,A2ONILC0LZKG6Y,"They couldn't stand you and didn't want you around since your brother was more then happy to take over once he came of age. You're not even sure why they kept you around, though having found the secret diary left by your father you had an idea.","You were the result of this union, and the queen had taken her anger out on you.",0.3760265697582344,0.7363118093234096,0.212974727153778,0.7368421052631579,accepted,0.5666666666666667
./coauthor-v1.0/3969517100834dbc813b628a27fed790.jsonl,A2ONILC0LZKG6Y,"He talked of how you were the true prince and his heir, but he had been ordered to leave you behind and he would never see you again.

 And how his true identity was King of Bees, but a witch had enchanted him and made him look like a human as punishment.","The bees had been trying to get you to safety so that they could release your father, but every time they tried he would lose his memory of who",0.6534877249441435,0.9043241663265434,0.3850021958351135,0.7333333333333333,accepted,0.9833333333333334
./coauthor-v1.0/3969517100834dbc813b628a27fed790.jsonl,A2ONILC0LZKG6Y,"You were the result of this union, and the queen had taken her anger out on you.But then he fell in love with a human girl.  The queen, your mother, who also took human form in """"order to punish the King for his unfaithfulness.

So you had been waiting, for years, to hear from the bees.",you and forget to watch out for you.,0.4033360317565959,0.6643792311263771,0.2387313395738601,0.8888888888888888,accepted,0.8833333333333333
./coauthor-v1.0/3969517100834dbc813b628a27fed790.jsonl,A2ONILC0LZKG6Y,"The bees had been trying to get you to safety so that they could release your father, but every time they tried he would lose his memory of whoIt turned out there were two factions of bees, one loyal to your father and one to the queen. loyal to your father And the bee that finally reached you told you the rest of the story.  from an enchanf",They had gotten word that the queen would be away and you would be alone.,0.3931083356611297,0.6355133525935686,0.4190499186515808,0.9375,accepted,0.8444444444444446
./coauthor-v1.0/3969517100834dbc813b628a27fed790.jsonl,A2ONILC0LZKG6Y,"you and forget to watch out for you. ANd so they always failed to reach you.n

But today was different.","Today, they had finally stolen the queen's spell book.",0.5321277722414854,0.6515837655350016,0.1469425857067108,0.0,accepted,1.0
./coauthor-v1.0/3969517100834dbc813b628a27fed790.jsonl,A2ONILC0LZKG6Y,They had gotten word that the queen would be away and you would be alone.,Today was the day you became the bee king.,0.2680962606080607,0.6132223631495077,0.374682605266571,0.0,accepted,0.8333333333333333
./coauthor-v1.0/3969517100834dbc813b628a27fed790.jsonl,A2ONILC0LZKG6Y,"Today, they had finally stolen the queen's spell book.",The bee on your shoulder told you to hold out your hand.,0.3617187741440687,0.7474093186836598,0.1117587015032768,0.4615384615384615,accepted,0.9666666666666666
./coauthor-v1.0/994c929ac0db414cbb96423bb245eb7c.jsonl,A345TDMHP3DQ3G,Scientists realize that this drug actually causes,"The drug is recalled, and the government is forced to pay for the cost of the drug and the side effects.",0.4224164714926341,0.7434844114105212,0.4024873375892639,0.9130434782608696,rejected,0.8333333333333333
./coauthor-v1.0/994c929ac0db414cbb96423bb245eb7c.jsonl,A345TDMHP3DQ3G,people to become particularly voracious about their sexuality.,You are one of the few people who are not affected by the drug.,0.271194849164138,0.7236272269866326,0.1581957936286926,0.8666666666666667,accepted,0.5666666666666667
./coauthor-v1.0/994c929ac0db414cbb96423bb245eb7c.jsonl,A345TDMHP3DQ3G,"You are one of the few people who are not affected by the drug.
 But you have seen how this drug has totally decimated others. For example, a good friend of yours who is younger than you is obese because she cannot stop stuffing food into her face. Another one of your friends has gone bankrupt buying herself 100 houses since she feels extreme anxiety about not having enough housing to live in.  And another one of your friends has also become a hoarder since she has so many clothes bursting at the seams of her house. Finally, one of your friends is in a constant state of postpartum depression since she's now been through forty-three pregnancies. Her sexual appetite is just unending.",You want to save humanity from itself.,0.7484646712190826,0.7540037099937807,0.0117172235623002,0.75,rejected,0.5333333333333333
./coauthor-v1.0/994c929ac0db414cbb96423bb245eb7c.jsonl,A345TDMHP3DQ3G,You want to save humanity from itself.,You have decided to create a new drug that will counteract the effects of the immortality drug.,0.7168417514183523,0.7235680511449364,0.2406261265277862,0.8333333333333334,accepted,0.8666666666666666
./coauthor-v1.0/994c929ac0db414cbb96423bb245eb7c.jsonl,A345TDMHP3DQ3G,You have decided to create a new drug that will counteract the effects of the immortality drug.,decide to test it out on yourself.,0.9074323661840276,0.5516772843673705,0.1722189038991928,0.875,accepted,0.8666666666666666
./coauthor-v1.0/994c929ac0db414cbb96423bb245eb7c.jsonl,A345TDMHP3DQ3G,You spend many nights and days working in your lab trying to perfect the drug. When it has finally been perfected you,You are hailed as the savior of humanity.,0.9126602673424982,0.7679476477883045,0.1351155042648315,1.0,rejected,0.8666666666666667
./coauthor-v1.0/b24842bebbc045249f59a791912f491d.jsonl,A2WGW5Y3ZFBDEC,as old as fiction itself. Fiction is intrinsically,"a depiction of a real world set apart from the everyday, and people who live in the everyday are naturally going to fall into certain patterns of behavior.",0.7837695846802524,0.6005461994758755,0.2989979684352875,0.7666666666666667,accepted,0.8666666666666667
./coauthor-v1.0/b24842bebbc045249f59a791912f491d.jsonl,A2WGW5Y3ZFBDEC,"about people or situations, because it is a","way of condensing life into some kind of literary, visual, or auditory shorthand that is much easier to consume for the reader.",0.8387019830633544,0.6552908033850114,0.3449438214302063,0.6,accepted,0.9333333333333332
./coauthor-v1.0/b24842bebbc045249f59a791912f491d.jsonl,A2WGW5Y3ZFBDEC,"way of condensing life into some kind of literary, visual, or auditory shorthand that is much easier to consume for the reader. Stereotypes are","very much a part of this, because creating an archetype or an archetype package for a character is a quick way for readers to be able to define -",0.8313117559118182,0.8780703654642328,0.4776384234428406,0.6333333333333333,accepted,0.6499999999999999
./coauthor-v1.0/b24842bebbc045249f59a791912f491d.jsonl,A2WGW5Y3ZFBDEC,"for readers to bother with.

Of course,",this doesn’t mean that all stereotypical characters are inherently bad.,0.7420057507732087,0.5345224838248488,0.2151124328374862,0.0,accepted,0.7
./coauthor-v1.0/b24842bebbc045249f59a791912f491d.jsonl,A2WGW5Y3ZFBDEC,", have grown so outdated through changing times that they're now universally viewed as offensive. Examples of this are black characters once considered benign, and cheerful, like","Aunt Jemima of the pancake syrup company, or Uncle Remus in the late Disney movies based on Joel Chandler Harris' collection of Negro spirituals",0.6104454937825521,0.3569575855966173,0.177234262228012,0.3076923076923077,accepted,0.85
./coauthor-v1.0/b24842bebbc045249f59a791912f491d.jsonl,A2WGW5Y3ZFBDEC,"Stepin Fetchit, or Tonto and Lone Ranger, but now seen as racist and politically incorrect.Aunt Jemima or Uncle Remus, but who are now considered offensive ra","human brains like to categorize things, and there's no stopping that.",0.2836482038217929,0.3430779039969242,0.113246738910675,0.6153846153846154,accepted,0.8166666666666665
./coauthor-v1.0/b24842bebbc045249f59a791912f491d.jsonl,A2WGW5Y3ZFBDEC,"or Tonto and Lone Ranger, but now seen as racist and politically incorrect.characters once seen as heroic, liwho are nowbigoted 

This isn't because stereotyping in fiction is bad, though. It's simply because","'beautiful, but poor girl', or the 'greedy, fat and stupid boy' are in many ways as dated and offensive stereotypes as any",0.6469180782908994,0.6319331189733535,0.3940798640251159,0.0,rejected,0.6499999999999999
./coauthor-v1.0/b24842bebbc045249f59a791912f491d.jsonl,A2WGW5Y3ZFBDEC,"'overworked single mother', the 'depressed woman with a cat', ahe 'female character who is more capable, smarter, and morally virtuous than any of the male characters' are all","always buy a book or go see a movie if it had at least one, whether it offended me or not, and why?",0.4367128695216904,0.5862744666604524,0.17680723965168,0.6153846153846154,accepted,1.0
./coauthor-v1.0/5773114053f147a69bd6790843ea4fd8.jsonl,A3OLRWACCCCUTU,"And the 92nd little pig was like, ""what?""","The wolf was like, ""dude, that's not a house.",0.4871531220563305,0.8320502943378437,0.395412415266037,0.4615384615384615,rejected,0.8333333333333333
./coauthor-v1.0/5773114053f147a69bd6790843ea4fd8.jsonl,A3OLRWACCCCUTU,"And the wolf was like, ""dude, that's not a good idea.""

""What do you me,"" ths 92nd pig asked, puzzlede

""That's uranium.  It can kill you,"" the wolf said.

""How do you know?"" the 92nd pig asked.

The wolf explained that he studied chemistry in college.  He started to talk about radioactive elements and the 92nd pig invited him in for tea. ""Uhm"" the wolf said, ""that's not a good idea. I'm not going into your house, and you shouldn't either.  It's too dangerous.""

The 92nd little pig looked so pitiful standing there, the wolf invited him back to his place.  The pig didn't have anywhere else to go, so he packed a bag and followed the wolf.  They went into his den and the wolf turned on the television.  ""Sit down,"" he said to the pig.  Then the wolf went into the kitchen and came back with a tray full of snacks.  ""I thought you might be hungry,"" he said.

The little pig picked up a plate and loaded it with the goodies the wolf had laid out on the tray.  The two of them chatted and watched a football game together in the den.  Finally, as night fell, the 92nd pig asked the question that had been weighing heavily on his all day.  ""Frank,"" he said.introduced himself as Frank and, ""are you going to eat me?""","And the wolf was like, ""I'm a wolf, dude.""",0.4733507066716683,0.8318423344832271,0.5317721366882324,0.4285714285714285,accepted,0.953968253968254
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,But you're not going to let that happen.,You're going to take your rightful place as the Queen of the Bees.,0.4614717211615109,0.6260990336999411,0.3194319009780884,0.8571428571428571,accepted,0.9666666666666668
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,You're going to take your rightful place as ruler of the bees.,You're going to be the Queen of Bees.,0.747360229457388,0.5765566601970552,0.7522013187408447,0.7777777777777778,accepted,0.9
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,And you're going to do it by ordering your subjects to do what you want.,The game is a simple card game.,0.3616674580043073,0.1627361387260298,0.0432044528424739,0.0,accepted,0.7
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,"You look around, and see a hive.
 You walk over to it and give a command in a whiusper","""Go forth, my subjects, and conquer the world!""",0.2740865455258192,0.6691859822533356,0.0682513043284416,0.5384615384615384,accepted,0.9833333333333332
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,"You repeat this process a few times, and instruct your subjects to spread your orders far and wide.",You've also just created a distributed system that is a lot like a blockchain.,0.8855040315227859,0.8320502943378435,0.2614061534404754,0.5333333333333333,accepted,0.9333333333333332
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,It's a way of storing information that is shared across a network of computers.,"They fly around the datacenter, and land on the servers.",0.9188156935311456,0.8819171036881969,0.4232358336448669,0.0,accepted,0.5
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,"This ledger is updated by a consensus mechanism, so that everyone on the network knows the current state of the ledger.bee 

The next day, a hive of bees streammany out of the air vents in a dat center in Belarus.","The technician walks over to a rack of servers, and gives a command to the bees inside.",0.5340583063336065,0.949058308757146,0.3973528742790222,0.7368421052631579,accepted,0.2666666666666666
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,"The technician walks over to a rack of servers and gives a command.


Far away, you stare at a computer screen which updates your Bitcoin balance. It goes from zero to five thousand, then ten, then a hunderd.e",You're now the richest person in the world.,0.4531204837997334,0.7748062179181807,0.2952629327774048,0.7777777777777778,accepted,1.0
./coauthor-v1.0/57f0dbe735624c44b58c67e78a31caa6.jsonl,A2EED3HLTA96CP,"You've just made a million dollars. Or the bees have made it for you, by using tjheir diostributed system to made an addendum to the Belarus' servers blockchain with their own Blockchai The next morning Bitcoins are renamed ""BeeCopin, puzzling techies, who grudgingly accept trhe change as the probable work of the Winklervoss twin",You're not the only one who has figured out how to use the bees.,0.7218863505587167,0.7796071282729149,0.3578731417655945,0.8666666666666667,accepted,0.7777777777777777
./coauthor-v1.0/fb0562d64a314d2088af7d18ea7dc210.jsonl,A2QKAA5YS0P4CI,"The Lost Generations is a story about the lives of the people who were denied immortality, and how they cope with their lives.

A specific part of the population was chosen to receive immortality and those above the age of 26 are denied that immortality.","The Lost Generations is a story about the lives of the people who were denied immortality, and how they cope with their lives.",0.8532039332037884,0.975637698949182,0.9624367356300354,0.72,accepted,0.9333333333333332
./coauthor-v1.0/fb0562d64a314d2088af7d18ea7dc210.jsonl,A2QKAA5YS0P4CI,"The story is told through the eyes of a man who is 28 and is part of the Lost Generations. This man who we will call William, has been happy with the result of not receiving immortality. William has watched others experience the side effects of having immortality and he is glad that he is not a part of this experiment.",The story is told through the eyes of a man who is 28 and is part of the Lost Generations.,0.2573658536030554,0.957461618961459,0.7126854658126831,0.8571428571428571,accepted,0.8666666666666667
./coauthor-v1.0/fb0562d64a314d2088af7d18ea7dc210.jsonl,A2QKAA5YS0P4CI,"William is a man who is happy with his life and is content with his decision not to receive immortalithe William has seen severe side effects in those who have taken the drug. The side effects have included such tiredness that people cannot function and just want to sleep as a result. Many people have experienced an appetite that cannot be satiated so they are never content with any amount of food that they consume. This is one of the more severe side effects that leaves people constantly hungry, never full and never satisfied.",William is a man who is happy with his life and is content with his decision not to receive immortality.,0.3647549791634941,0.9350685785834456,0.6959669589996338,0.8571428571428571,accepted,0.8083333333333333
./coauthor-v1.0/fb0562d64a314d2088af7d18ea7dc210.jsonl,A2QKAA5YS0P4CI,William has seen people who have taken the drug and have gone insane and have committed suicide. Severe obesity has been a very serious medical complication as a result of constant and unending hunger .,William has seen people who have taken the drug and have gone insane and have committed suicide.,0.602162445133664,0.8781140799175227,0.6747912168502808,0.5,accepted,0.9833333333333332
./coauthor-v1.0/2ce71b3ded9340529f08b8ce0bc0a2d1.jsonl,A3S67QA0SQVPUJ,"""This can't be happening to me"", I thought to myself.  ""Am I still alive?  Is this all one big dream?  The last thing that I remember is going to bed next to my wife"".  Someone who looked like a younger version of me walked up to where I was sitting.","He told me that he knew how it felt, and has been through the same experience of living a lifetime of experiences.",0.2835470882018439,0.8920565819999297,0.2615990936756134,0.875,rejected,0.56
./coauthor-v1.0/2ce71b3ded9340529f08b8ce0bc0a2d1.jsonl,A3S67QA0SQVPUJ,"He told me that he knew how it felt when he first got here.  He was scared.  ""You get used to it, though"", he said.    I n 18""How long have you been here?"", I asked.  ""FDR was president when I died"", he saireplied""Wow.  So, we just sit here and watch how our future selves live their life?"", I whispered to him.",I sat there thinking about the life I just left behind.,0.271202495545636,0.7721543129809115,0.2769906520843506,0.9166666666666666,accepted,0.9904761904761904
./coauthor-v1.0/2ce71b3ded9340529f08b8ce0bc0a2d1.jsonl,A3S67QA0SQVPUJ,"""Yep.  This is an endless cycle.  I am not sure what will happen when more of us get into the cinema.  There are only so many seats in here.  Maybe, we will get a nice theater upgrade down the road"", he said.","I got up, walked toward the exit of the theater, and discovered that there was no door.",0.4425471495444144,0.7973329432530014,0.3136295080184936,1.0,rejected,0.72
./coauthor-v1.0/2ce71b3ded9340529f08b8ce0bc0a2d1.jsonl,A3S67QA0SQVPUJ,"I sat there thinking about the life I just left behind  I started to feel claustrophobic.  I needed to get out of the theater.  I asked my younger version if anyone has tried to leave the theater before.  ""Actually, no.  Not since I have been here."", he said","I looked back at my younger self, and then at the other people sitting in the theater.",0.1924067518331067,0.7700800320836488,0.6013995409011841,0.7894736842105263,accepted,0.9833333333333332
./coauthor-v1.0/5f020c0bdea94db5aad0478ba02f2924.jsonl,A2EED3HLTA96CP,"the woman and the shapeshifter have date at swanky wine bistro in the trendy part of town. For this ""forst date"" the shaopeshofter has come as Dirl Haynes, a welathy man about town.iik l","The woman is smitten with Dirk, and the two of them have a great time.",0.7195964370242571,0.8417742723809202,0.3802891373634338,0.7058823529411765,accepted,0.7333333333333333
./coauthor-v1.0/5f020c0bdea94db5aad0478ba02f2924.jsonl,A2EED3HLTA96CP,"The woman is late, and when she arrives, she’s in a hurry.
 She seems to barely pay attention to any of Dirk's well-chosen lines.","Dirk is frustrated, and he decides to take a risk.",0.3612043938768788,0.8372400335545404,0.4970605075359344,0.5,accepted,0.8
./coauthor-v1.0/5f020c0bdea94db5aad0478ba02f2924.jsonl,A2EED3HLTA96CP,"""No, but I’m late for something,"" she says.


""What are you late for,"" says Dsks","""I’m late for my date with my husband,"" she says.",0.4609607599987149,0.9338479919516196,0.7192294001579285,0.4285714285714285,accepted,0.9000000000000001
./coauthor-v1.0/5f020c0bdea94db5aad0478ba02f2924.jsonl,A2EED3HLTA96CP,"""I’m late for my date with you,"" she says.


Thnis flummoxed Dirk ""But you are not late, you're here,"" he said.","""No, I’m late for my date with you,"" she said.",0.5902978950935462,0.9443277776467192,0.7416999936103821,0.8,accepted,0.9111111111111112
./coauthor-v1.0/5f020c0bdea94db5aad0478ba02f2924.jsonl,A2EED3HLTA96CP,"""Yes, but I'm late for my date with you,"" she said.


Diurk had an idea., ""Just who do you think I am. he asked he","""I think you're Dirk Haynes,"" she said.",0.428357885012506,0.9170614740755096,0.41291144490242,0.0,accepted,0.8111111111111111
./coauthor-v1.0/5f020c0bdea94db5aad0478ba02f2924.jsonl,A2EED3HLTA96CP,"""You're Dirk Haynes,"" she said.
 ""But you remind me of the last guy I dated. she continued.","""What did he look like?"" asked Dirk.",0.6021018137931132,0.9456108576893004,0.5248542428016663,0.5454545454545454,accepted,0.8777777777777778
./coauthor-v1.0/5f020c0bdea94db5aad0478ba02f2924.jsonl,A2EED3HLTA96CP,"""He was a little bit like you, but he was a little bit different.""

""How so,"" Dirk asked.?","""He was a little bit taller, a little bit shorter, a little bit fatter, a little bit thinner, a little bit older",0.7956364507213941,0.6919462550234967,0.5339950323104858,0.5185185185185185,accepted,0.7666666666666666
./coauthor-v1.0/5f020c0bdea94db5aad0478ba02f2924.jsonl,A2EED3HLTA96CP,"""No,"" she said.
 ""And besides, aren't the last two characters from Line Of Duty?""''","""No, they're the last two guys you dated,"" said Dirk.",0.8341506612858558,0.8967764051267625,0.3115261197090149,0.0,accepted,0.8166666666666667
./coauthor-v1.0/bc176a916d344af496f7bdbf408db4e9.jsonl,A1198W1SPF1R4,I noticed those having taken the drug had their bodies grow in an exponential rate everyday.,They quickly became the size of Giants.,0.6784049985049339,0.808745799025788,0.2792969048023224,0.0,rejected,0.5999999999999999
