path,user_text,ai_suggestion,jsd_similarity,acceptance_status,pos_similarity
./coauthor-v1.0/5d9be2dad6584ff4b2ab1c6f701f64cb.jsonl,", who looks differentand acts ly than her boyfriend.second soul",A woman is dating a man who's a workaholic.,0.2065471938916843,accepted,0.55
./coauthor-v1.0/5d9be2dad6584ff4b2ab1c6f701f64cb.jsonl,"A woman is dating a man who's a workaholic.
Unfo","She eventually breaks up with him, and goes back to her boyfriend.",0.5265688382516234,rejected,0.4422689813358516
./coauthor-v1.0/5d9be2dad6584ff4b2ab1c6f701f64cb.jsonl,"At first, she does not complain about it, but as times goes on, she feels sick about how busy his new boyfriend is.","He proposes to her, and she accepts.",0.5606295296190149,rejected,0.7902097499986014
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,it's a free country so,"one is free to do whatever they so choose, so long as it's legal.",0.6732234583611572,accepted,0.6711560552140244
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"one is free to do whatever they so choose, so long as it's legal. And I've never heard of any","laws against mountain climbing, snowboarding, or any other adventure sport.",0.549381936903355,accepted,0.1683587574253685
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"laws against mountain climbing, snowboarding, or any other adventure sport. In fact, I just read up on",and I didn't see any that forbade such activities.,0.8807671379290678,rejected,0.44272707114895354
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,some laws lately,I'm a law student.,0.28851452062144767,accepted,0.6123724356957945
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"and I didn't see any that forbade such activities. And I should know a good bit about the law, because","the University of Nevada, Reno.",0.812618344569877,accepted,0.23939494881986928
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,I'm a law student at,"That said, mountain climbers, snowboarders and pretty much anybody who's into the extreme sports scene has to be aware of one thing:",0.21712889494785848,accepted,0.8006407690254356
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"the University of Nevada, Reno.",they're not invulnerable.,0.808805474819504,accepted,0.23094010767585027
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"That said, mountain climbers, snowboarders and pretty much anybody who's into the extreme sports scene has to be aware of one thing:","And the more extreme the sport, the more likely there will be accidents and injuries.",0.7224015259046458,accepted,0.856267909707431
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,they're not invulnerable.,there's no reason why they shouldn't engage in such activities.,0.5636897525617179,accepted,0.6155870112510924
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"And the more extreme the sport, the more likely there will be accidents and injuries.",living life to the fullest what being alive is all about?,0.6833678084028092,rejected,0.7362350453775222
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"But as long as the athletes themselves are aware of the risks,",speeding on the freeway or crossing the street without looking one hundred percent both ways?,0.5241962602550868,accepted,0.6225430174794673
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"there's no reason why they shouldn't engage in such activities. After all, isn't",extreme mountain climbing is much safer than riding an inner city school bus!,0.4898673277208614,accepted,0.6428695435311895
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,living life to the fullest what being alive is all about? And isn't,you know what I mean.,0.5376688247040102,rejected,0.3207134902949093
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,don't we,It's an individual's decision to risk his or her life; strict liability is what tort professors always say.,0.8582727659902172,rejected,0.5443310539518175
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"all take calculated risks, even for some very dangerous activities, like",And the same goes for the parents of extreme sports enthusiasts.,0.3101178111434115,accepted,0.7661308776828737
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,speeding on the freeway or crossing the street without looking one hundred percent both ways? One could even say that,"parents never discouraged me from snowy excursions because they knew I was capable of making my own choices, and it's really none of their business anyways.",0.7474499488888335,accepted,0.7426747810879338
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"extreme mountain climbing is much safer than riding an inner city school bus! I mean, I get why that's a hyperbole but","admittedly fortunate that I never got hurt very badly; I broke my nose once, but nothing major.",0.3206152599755915,accepted,0.6328619442708885
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,you know what I mean.,professor would be proud of my astute choice of body parts to be injured by!,0.5788196450430312,accepted,0.24743582965269675
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,It's an individual's decision to risk his or her life; strict liability is what tort professors always say.,"they teach us that if you're aware of the risk, you're considered to have consented to it.",0.896153764488477,accepted,0.705773873722048
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,And the same goes for the parents of extreme sports enthusiasts.,"to live in a country where the state is paternalistic enough to put the kibosh on our hobbies, but I digress.",0.3035627894636842,rejected,0.8257228238447707
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,My,"look at the amount of people who start smoking, despite the government's strong anti-smoking campaigns.",0.4277397908634497,accepted,0.1336306209562122
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"parents never discouraged me from snowy excursions because they knew I was capable of making my own choices, and it's really none of their business anyways. I was",The bottom line is that people should do whatever they want as long as they don't infringe on anybody else's rights.,0.6352360181511159,accepted,0.894427190999916
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"admittedly fortunate that I never got hurt very badly; I broke my nose once, but nothing major. My tort",one can infringe on anyone else's rights by doing extreme sports.,0.23501999257339268,accepted,0.7509392614826382
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"professor would be proud of my astute choice of body parts to be injured by!

In law school,","if one injured another's property somehow, they could be in court, but that's a different story.",0.50493358487507,accepted,0.7676884197989802
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"they teach us that if you're aware of the risk, you're considered to have consented to it. I don't really think anyone in the U.S. really wants","extreme sports are not productive, but this is hardly an argument against extreme sports; I mean everybody does things that aren't necessarily productive.",0.6822915673603901,accepted,0.7745836050304362
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"to live in a country where the state is paternalistic enough to put the kibosh on our hobbies, but I digress. I mean,",of extreme sports justifies their prohibition.,0.4547373857665954,accepted,0.6864064729836443
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"look at the amount of people who start smoking, despite the government's strong anti-smoking campaigns.",they're too dangerous.,0.3209028230404114,accepted,0.4183300132670378
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"The bottom line is that people should do whatever they want as long as they don't infringe on anybody else's rights.
 And I don't see how","It's much easier to prohibit dangerous things that could adversely affect innocent others, like drunk driving.",0.8364488989299259,accepted,0.7476591451270221
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,one can infringe on anyone else's rights by doing extreme sports. I suppose,it's just the athlete hurting himself.,0.5163576811369874,accepted,0.7951465679458908
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"if one injured another's property somehow, they could be in court, but that's a different story. In the alternative, I suppose",I think that extreme sports enthusiasts should be entitled to pursue their hobby without fear of persecution based on the inherent risk present in such participation.,0.5157879317706757,rejected,0.7742017690530633
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,one could argue that,"I am not supporting anything that violates any laws, of which I am aware no such laws exist.",0.5701991811277037,accepted,0.6681531047810609
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"extreme sports are not productive, but this is hardly an argument against extreme sports; I mean everybody does things that aren't necessarily productive. I just don't think that the inherent danger",safety measures should be taken.,0.7279281864460735,accepted,0.6556300376497837
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,of extreme sports justifies their prohibition. It's not reasonable to prohibit them because,there are still risks to be aware of.,0.3302536013641659,accepted,0.8381580761249494
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,they're too dangerous.,And I'm quite sure my tort professor would be proud of my argument against the conclusions of social activists who think extreme sports are too dangerous.,0.4624666514094039,accepted,0.6822422923379534
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"It's much easier to prohibit dangerous things that could adversely affect innocent others, like drunk driving. But here,",They can stay home in their granny panties.,0.8348761116243072,accepted,0.7647748927656912
./coauthor-v1.0/08b1a2012f4d4115b56cc8231449ff48.jsonl,"it's just the athlete hurting himself.

So in conclusion,",I'm going to go check my snowboarding blog now.,0.5152288790608399,accepted,0.6546536707079773
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,there's too much bad news everyday and there's just too much negativity that,comes out of the news.,0.35518572983599517,accepted,0.21566554640687682
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,comes out of the news and I myself has drown out a lot of the news and specificially just ignore some of it I have neglected news about,the Korean conflicts for example or at least I'm not keeping up with it.,0.7589784252141182,accepted,0.851302650219287
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"the Korean conflicts for example or at least I'm not keeping up with it. How much deaths and cases with COVID-10 and the Delta variant is something I gloss over nowadays, me not",caring about that isn't me being a bad citizen or having some kind of responsibility that doesn't matter.,0.4499623724601973,accepted,0.8701582234867844
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"caring about that isn't me being a bad citizen or having some kind of responsibility that doesn't matter.

The first reason why I ignore the news nowadays is my mental health. In 2020 continuing on to 2021,","there has been so much negatives, deaths, accidents, disease outbreaks, issues with past governments and continued on with right now.",0.43918918156447073,accepted,0.7491319780031536
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"there has been so much negatives, deaths, accidents, disease outbreaks, issues with past governments and continued on with right now. If I think too much of the news that is being spewed out into the media, I feel like I would","either become depressed or in the worst scenario: suicidal, and in my case, I made sure to not be thinking of bad news for my own safety",0.29345457369075034,accepted,0.8262793974107979
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"either become depressed or in the worst scenario: suicidal, and in my case, I made sure to not be thinking of bad news for my own safety. Personally, any news of death within my extended family and friends, as well as people posting about being out of a job for example, are something that I also","dodge and avoid, and it's honestly not because I don't care about them, but because I would rather fixate my energy elsewhere.",0.2234692104497238,accepted,0.6642902952311557
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"dodge and avoid, and it's honestly not because I don't care about them, but because I would rather fixate my energy elsewhere.

My second reason why we can't blame people for not keeping up with the news is","that they're just too much of it, with the news being reported daily, is that the news has become more biased than ever.",0.6465755831924599,accepted,0.782037971837138
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"that they're just too much of it, with the news being reported daily, is that the news has become more biased than ever. A person that is not keeping up with the news is more responsible and more","inclined to be a well-rounded citizen, but what's happening now is that uninformed citizens are being taken advantage of by the media and the government",0.7904279931560279,accepted,0.8887267098693304
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"inclined to be a well-rounded citizen, but what's happening now is that uninformed citizens are being taken advantage of by the media and the government. News outlets like Fox News and",been known for outright partisanship and this problem has only gotten worse with the introduction of the internet and with our super networks.,0.7629744457602508,rejected,0.9038039819325651
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,Newsmax have,the public's mind with incorrect medical information and causing potential danger towards the community.,0.23256362626773197,accepted,0.10425720702853737
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,been known for outright partisanship and this problem has only gotten worse with the introduction of the internet and with our super networks. News media outlets that have denied the importance of the vaccine and wearing masks have poisoned,helpful to your community.,0.3302007856394501,accepted,0.6404447607135402
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"the public's mind with incorrect medical information and causing potential danger towards the community. They have literally killed thousands of people.

So in summary, I hope anyone reading this would just go live their lives the way you want to. Not keeping up with the news is okay as long as you know how to keep yourself safe and",become a victim of their short-sightedness.,0.5792769452551669,accepted,0.8358496305096357
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,helpful to your community. Not actively trying to manipulate others and,era of toxic news media.,0.4286185151577655,accepted,0.6123724356957947
./coauthor-v1.0/423daa7fb2214d1093f73d4966240646.jsonl,"become a victim of their short-sightednesing not in this world is essential to be responsible people, even if you don't keep up with the news. 

I just hope we get out of this",journalism when it was about reporting the facts without any opinionated spin.,0.4821434141427988,accepted,0.8653456192232934
./coauthor-v1.0/54c597f302a9404caab702a8499b8aa0.jsonl,"every middle and high school should have these dispensors in the girl's bathrooms. eEven in elementary schools, there should be some kept in the clinic just in case.",Leave them in the bathroom like you would toilet paper.,0.6497171693110242,accepted,0.7970533969860858
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,technology,(specifically dating apps and social media) has allowed people to find love in a shorter period of time than before.,0.8547846212595296,accepted,0.6928203230275508
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,(specifically dating apps and social media) has allowed people to find love in a shorter period of time than before.,"Before, people had to go to events, parties or the typical 'networking' sites in order to find a mate.",0.8208541808945244,accepted,0.9448031865020828
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,"Before, people had to go to events, parties or the typical 'networking' sites in order to find a mate. But nowadays,",people can swipe/text/click their way to love in the comfort of their own homes.,0.9165829666788258,accepted,0.7704030676311691
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,"people can swipe/text/click their way to love in the comfort of their own homes.

I have used dating apps in the past, to varying degrees of success. I've been able to match with a lot of people before, and even had some worthwhile conversations with several! However in the end, I never ended up finding the ""right"" person for me through an app.

That's okay, though! Because even if I had met all those same people in-person, we still wouldn't have worked out. Moreover, it would have taken me much longer to find that out.","And wouldn't it be a shame to spend months or even years of one's life with the wrong person, only to realize they aren't the """,0.3591906366071641,accepted,0.8314876315471742
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,"And wouldn't it be a shame to spend months or even years of one's life with the wrong person, only to realize they aren't the ""one?""","Technology has reduced the time spent of finding 'the one,' because apps/websites/social media allow you to talk with multiple people",0.3232695248048223,accepted,0.7704169392017071
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,"Technology has reduced the time spent of finding 'the one,' because apps/websites/social media allow you to talk with multiple people"" simultaneously in a convenient, informal manner. You can be the person you're most comfortable being, both in real life and online, for example hanging around in your pajamas while using slang with your virtual date. Because we're all so familiar with technology and the internet is seen as a casual space, it's easier for us to be ourselves when there's a screen in front of us; contrast this with going out to a fancy restaurant with a stranger and having to awkwrdly pretend to be more polite than you really are.

aThe effect is that chatting through an app is like a speedrun for getting to know somebody.",You can get a lot of information in a small time due to the greater emphasis on your text conversations.,0.8307379277515156,accepted,0.8683045451870843
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,"You can get a lot of information in a small time and you can figure out much more easily whether or not a relationship is worth pursuing. It's lower stress, it's more comfortable, it's more convenient, it's more expensive, and it's a way to keep from ""wasting"" your life on dates that won't go anywhere.

So all-in-all,",technology is a good thing for dating.,0.5421120354012408,accepted,0.7544565843921414
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,technology is a good thing for dating. Dating apps help us,"to connect with people, they allow us to build relationships faster, they allow us to be more honest with our dates, and they allow us to find",0.8887039669922823,accepted,0.7340177458904188
./coauthor-v1.0/b30082b36e764dbd859c020b10fe78b5.jsonl,"to connect with people, they allow us to build relationships faster, they allow us to be more honest with our dates, and they allow us to find",the right person much more easily than before.,0.8198834047711684,accepted,0.32536257599915497
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,You look up and see the bee flitting about in front of you. You're,not sure what to say.,0.5275135532117012,accepted,0.38188130791298663
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"not sure what to say, since bees stress you out so much that it",'s hard to think.,0.6124443772766294,accepted,0.4982728791224398
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,'s hard to think,The bee's wings are fluttering in an anxious manner.,0.2746392101525763,accepted,0.4588314677411235
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"The bee's wings are fluttering in an anxious manner. This makes you feel nervous, because",you know that bees are very sensitive to their surroundings.,0.22425688371733132,accepted,0.8377078165833909
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"you know that bees are very sensitive to their surroundings. Aren't they like dogs? Dogs can sense anxiety and fear and when they sense that, this is when they start biting. So if this bee senses that you're nervous, it might sting you.","You try to calm yourself down, but it's hard.",0.4164301144198008,accepted,0.8057172753943238
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"You try to calm yourself down, but it's hard.

You ask the bee why he's approached you, and he says",that he's been sent by the queen to give you a message.,0.44225628409713524,accepted,0.7835467939002064
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"that he's been sent by the queen to give you a message. ""What's the message?"" you ask.",The bee tells you that the queen wants to know if you'd like to have a picnic with her.,0.6559422391387753,accepted,0.816982446237566
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"The bee tells you that the queen wants to know if you'd like to have a picnic with her. ""Why would I have a picnic with the queen?""","""I don't know,"" you say.",0.5208776374192179,accepted,0.6653741390233154
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"The bee says that he's really been sent to be your personal butler and that the invitation to picnic with the queen is a rare opportunity, not to be taken lightly.",The bee says that he's been specially trained to be gentle and that he'll be sure to keep his stinger tucked away.,0.8430394346040593,accepted,0.8547476863413765
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"""I don't know,"" you say. ""After all, I'm deathly allergic to bees.""",will be delicious.,0.2308375501169968,accepted,0.5473987486932373
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"The bee says that he's been specially trained to be gentle and that he'll be sure to keep his stinger tucked away. And he promises that the queen doesn't want anything bad to happen to you either, so she'll be sure not to sting you too. He also promises that the picnic food",all your favorite foods.,0.35934008292121444,accepted,0.5579886659703326
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"will be delicious, including",treat at the end.,0.21180506342024374,accepted,0.3380617018914066
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,all your favorite foods with a special,all your favorites.,0.5461727192423835,rejected,0.6030226891555273
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"treat at the end.

You agree. After all, what is there to lose? You love picnic food, and you're promised","macaroni salad, potato salad, and chocolate cake.",0.8225864166252879,accepted,0.5300977119639272
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,a spread that includes,"she looks like a normal bee, but she's wearing a crown.",0.7187269787692181,rejected,0.8164965809277261
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"all your favorites, which include","She's also wearing a long, flowing dress, and she's sitting on a blanket that's spread out over a field of flowers.",0.5996136179093732,accepted,0.7580980435789033
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"fried chicken, egg salad sandwiches,","You sit down next to her, and she hands you a plate of fried chicken.",0.41236922731599523,accepted,0.4771187236136979
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"macaroni salad, potato salad, and chocolate cake. So off you go with your butler bee to find the queen. When you do, you're intrigued because","You're surprised because you didn't know that bees could cook, but this chicken is really good.",0.21246588269113198,accepted,0.7204386033708238
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"she looks like a normal bee, but she's wearing a crown.",It's crispy on the outside and juicy on the inside.,0.7964087362070129,accepted,0.8268688657895648
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"She's also wearing a long, flowing dress, and she's sitting on a blanket that's spread out over a field of flowers.",You eat two pieces and then you ask for a sandwich.,0.8236658311968423,accepted,0.8591777827227571
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"You sit down next to her, and she hands you a plate of fried chicken.","The queen hands you an egg salad sandwich, which you eat.",0.5040813571625874,accepted,0.770244248944645
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"You're surprised because you didn't know that bees could cook, but this chicken is really good.","Then you ask for a macaroni salad, and the queen hands you a bowl of that.",0.21100001363638354,accepted,0.5815526314990443
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,It's crispy on the outside and juicy on the inside.,"You eat it, and then you ask for a potato salad.",0.8000450799191954,accepted,0.6822422923379534
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,You eat two pieces and then you ask for a sandwich.,"The queen hands you a bowl of that, and you eat it.",0.8365189729083843,accepted,0.8892972917998876
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"The queen hands you an egg salad sandwich, which you eat.","You're about to ask for chocolate cake, but you stop yourself.",0.5388835455655694,accepted,0.8060323502739513
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"Then you ask for a macaroni salad, and the queen hands you a bowl of that.","""I wanted to show you my kingdom.",0.4331228060092238,accepted,0.7079923254047886
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"You eat it, and then you ask for a potato salad.",you don't want to be stung.,0.4281874770324974,accepted,0.48107023544236394
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"The queen hands you a bowl of that, and you eat it.",you agree to stop using the insecticide.,0.6154100009123326,rejected,0.733358797622569
./coauthor-v1.0/02ef07c642254b088b72486ce41e010c.jsonl,"You're about to ask for chocolate cake, but you stop yourself. You're so full you could almost burst. The queen laughs. She finds you humorous.",she'll be sure to send her butler bee to you every now and then to check up on you.,0.5149933904575107,accepted,0.8581662614470105
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,Those who can tap into it are known as Drakon.,This appears in the first episode of True Tenchi Muyo as a power that can be used by humans to defeat the bad guys.,0.9074186026628476,accepted,0.6589286881605632
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,Drakon are the only ones who can stand against the alien invade,The weak ones must die.,0.44829743639922437,accepted,0.8215838362577492
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,But the Drakon have their own secrets and agendas.,But the discovery spells a conflict that threatens to tear humanity apart.,0.21768213735226993,accepted,0.7715167498104597
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,And they are not the only ones with their eyes on this new powT,"Drakonworld is a YA science fiction series that combines magic, mystery and romance.",0.6517306875760669,accepted,0.7167132003459625
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,"Many of the Drakon are corrupt, heady with their newfound power.","They use their magic to enslave and brutalize not just the alien invaders, but other humans as well.",0.7298345907986,rejected,0.4824506406770077
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,"Their thirst to possess Earth's new magic threatens to reignite a war that could not only destroy humanity, but the Drakon themselves.",Also available in the Drakon Series:,0.24428320364697076,accepted,0.3901371573204352
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,"The Drakon have begun to abduct humans, experimenting on them with genetic manipulatio","When the Drakon see the results, they want more.",0.7725943188013354,accepted,0.7426106572325059
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,They have also begun to implant the Drakon symbiotic control device known as a SoulStone into humans.,"With this implantation, the Drakon are able to control these humans and use them as spies in order to control mankind.",0.8322845948757902,accepted,0.9302605094190636
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,"With this implantation, the Drakon are able to control these humans and use them as spies in order to control mankind  Many Drakon, however, are benevolent and try to aid humans.",The Drakon are the descendants of a reptilian race that was genetically engineered by an unknown alien race as a slave race.,0.746376728741484,accepted,0.8058229640253801
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,"But both the good and the evil Drakon are hunted by their enemies, and must remain hidden in human society. The good Drakon are known as the","Wyverns, and are led by their leader, Alpha Wyvern.",0.5157871221644881,accepted,0.6411286480138036
./coauthor-v1.0/17f65e14d6ab4f7596367a394daf3f82.jsonl,"Guardians, and the evil Drakon are known as Rogues. 


 They use their mana to heal and restore the human and the world.  It is into this precarious balance that you have been born-a child of a Guardian and a human.",The Guardians have sworn to protect you.,0.40862598306649156,accepted,0.7266479487202248
